,name,make,model,type,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain,price_log
625,2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,New,2024,34472.0,16V GDI DOHC Turbo,4.0,Gasoline,6.0,6-Speed Automatic,1LT,SUV,4.0,Radiant Red,Jet Black,All-wheel Drive,10.447902679295673
907,2024 Chevrolet Equinox RS,Chevrolet,Equinox,New,2024,38717.0,16V GDI DOHC Turbo,4.0,Gasoline,11.0,6-Speed Automatic,RS,SUV,4.0,Radiant Red,Jet Black,All-wheel Drive,10.564034059049991
966,2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,New,2024,33977.0,16V GDI DOHC Turbo,4.0,Gasoline,6.0,6-Speed Automatic,1LT,SUV,4.0,Summit White,Jet Black,All-wheel Drive,10.433439104100595
70,2024 Buick Envista Preferred,Buick,Envista,New,2024,27075.0,12V GDI DOHC Turbo,3.0,Gasoline,6.0,6-Speed Automatic,Preferred,SUV,4.0,Sunrise Red Metallic,Ebony,Front-wheel Drive,10.20636607186919
87,2024 Buick Envista Avenir,Buick,Envista,New,2024,31805.0,12V GDI DOHC Turbo,3.0,Gasoline,8.0,6-Speed Automatic,Avenir,SUV,4.0,Ocean Blue Metallic,Ebony,Front-wheel Drive,10.367378789112905
849,2024 Buick Envista Sport Touring,Buick,Envista,New,2024,28000.0,12V GDI DOHC Turbo,3.0,Gasoline,5.0,6-Speed Automatic,Sport Touring,SUV,4.0,Sunrise Red Metallic,Ebony,Front-wheel Drive,10.239959789157341
383,2024 Buick Encore GX Avenir,Buick,Encore GX,New,2024,36190.0,12V GDI DOHC Turbo,3.0,Gasoline,7.0,9-Speed Automatic,Avenir,SUV,4.0,Ocean Blue Metallic,Ebony,All-wheel Drive,10.496538116557788
689,2024 Buick Enclave Premium,Buick,Enclave,New,2024,56872.0,24V GDI DOHC,6.0,Gasoline,0.0,9-Speed Automatic,Premium,SUV,4.0,Ebony Twilight Metallic,Dark Galvanized,All-wheel Drive,10.948558407609319
883,2024 Genesis Electrified GV70 Advanced,Genesis,Electrified GV70,New,2024,60490.0,c,0.0,Electric,11.0,1-Speed Automatic,Advanced,SUV,4.0,Vik Black,Black,All-wheel Drive,11.01023334110096
591,2024 Hyundai Elantra HEV Limited,Hyundai,Elantra HEV,New,2024,30335.0,16V GDI DOHC Hybrid,4.0,Hybrid,0.0,Automatic,Limited,Sedan,4.0,Gray Pearl,Melange,Front-wheel Drive,10.320057440376399
597,2024 Hyundai Elantra HEV Blue,Hyundai,Elantra HEV,New,2024,25975.0,16V GDI DOHC Hybrid,4.0,Hybrid,15.0,6-Speed DCT Automatic,Blue,Sedan,4.0,Gray Pearl,Black,Front-wheel Drive,10.164889815967427
688,2024 Hyundai Elantra HEV Limited,Hyundai,Elantra HEV,New,2024,30870.0,16V GDI DOHC Hybrid,4.0,Hybrid,9.0,Automatic,Limited,Sedan,4.0,White,Black,Front-wheel Drive,10.337540117496205
200,2024 Hyundai Elantra HEV Blue,Hyundai,Elantra HEV,New,2024,27080.0,".6L I-4 gasoline direct injection, DOHC, D-CVVT variable",4.0,Hybrid,13.0,Automatic,Blue,Sedan,4.0,Serenity White,Medium Gray,Front-wheel Drive,10.206550727026212
477,2024 Hyundai Elantra HEV Blue,Hyundai,Elantra HEV,New,2024,27080.0,".6L I-4 gasoline direct injection, DOHC, D-CVVT variable",4.0,Hybrid,14.0,Automatic,Blue,Sedan,4.0,Serenity White,Medium Gray,Front-wheel Drive,10.206550727026212
386,2024 Ford Edge SEL,Ford,Edge,New,2024,44615.0,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,9.0,8-Speed Automatic,SEL,SUV,4.0,Agate Black Metallic,Ebony,All-wheel Drive,10.705825404334252
776,2024 Ford Edge SE,Ford,Edge,New,2024,39025.0,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,5.0,Automatic,SE,SUV,4.0,Carbonized Gray Metallic,Ebony,All-wheel Drive,10.571957745383633
783,2024 Ford Edge SEL,Ford,Edge,New,2024,38598.0,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,10.0,Automatic,SEL,SUV,4.0,Carbonized Gray Metallic,Dune,All-wheel Drive,10.560955740639056
324,2024 Ford Edge ST-Line,Ford,Edge,New,2024,42715.0,16V GDI DOHC Turbo,4.0,Gasoline,2.0,8-Speed Automatic,ST-Line,SUV,4.0,Black,Ebony,All-wheel Drive,10.66230542558572
444,2024 Ford Edge SEL,Ford,Edge,New,2024,41195.0,16V GDI DOHC Turbo,4.0,Gasoline,5.0,8-Speed Automatic,SEL,SUV,4.0,Agate Black Metallic,Ebony,All-wheel Drive,10.62607216874969
696,2024 Ford Edge SE,Ford,Edge,New,2024,40260.0,16V GDI DOHC Turbo,4.0,Gasoline,3.0,8-Speed Automatic,SE,SUV,4.0,Carbonized Gray Metallic,Ebony,All-wheel Drive,10.603113699193782
704,2024 Ford Edge ST-Line,Ford,Edge,New,2024,41195.0,16V GDI DOHC Turbo,4.0,Gasoline,5.0,8-Speed Automatic,ST-Line,SUV,4.0,Iconic Silver,Ebony,All-wheel Drive,10.62607216874969
706,2024 Ford Edge Titanium,Ford,Edge,New,2024,44710.0,16V GDI DOHC Turbo,4.0,Gasoline,48.0,8-Speed Automatic,Titanium,SUV,4.0,Rapid Red Metallic Tinted Clearcoat,Medium Soft Ceramic,All-wheel Drive,10.707952469228026
876,2024 Ford Edge SE,Ford,Edge,New,2024,41195.0,16V GDI DOHC Turbo,4.0,Gasoline,5.0,8-Speed Automatic,SE,SUV,4.0,Metallic,Ebony,All-wheel Drive,10.62607216874969
976,2024 Ford Edge SE,Ford,Edge,New,2024,40015.0,16V GDI DOHC Turbo,4.0,Gasoline,2.0,8-Speed Automatic,SE,SUV,4.0,Gray,Ebony,All-wheel Drive,10.597009662801147
53,2024 Kia EV9 Light Long Range,Kia,EV9,New,2024,52388.0,c Motor,0.0,Electric,1.0,1-Speed Automatic,Light Long Range,SUV,4.0,Aurora Black Pearl,Gray,Rear-wheel Drive,10.866432836449293
33,2024 Kia EV6 GT,Kia,EV6,New,2024,49820.0,c,0.0,Electric,13.0,Automatic,GT,SUV,4.0,Yacht Blue,Black,All-wheel Drive,10.816171788816172
273,2024 Kia EV6 Wind,Kia,EV6,New,2024,43348.0,c,0.0,Electric,16.0,Automatic,Wind,SUV,4.0,Blue,Black,All-wheel Drive,10.677015845042886
340,2024 Kia EV6 Wind,Kia,EV6,New,2024,41528.0,c,0.0,Electric,14.0,Automatic,Wind,SUV,4.0,Gray,Black,All-wheel Drive,10.634123177507066
604,2024 Kia EV6 Wind,Kia,EV6,New,2024,41991.0,c,0.0,Electric,14.0,Automatic,Wind,SUV,4.0,Glacier,Black,All-wheel Drive,10.645210588588755
813,2024 Kia EV6 Wind,Kia,EV6,New,2024,41991.0,c,0.0,Electric,13.0,Automatic,Wind,SUV,4.0,Aurora Black Pearl,Black,All-wheel Drive,10.645210588588755
944,2024 Kia EV6 Wind,Kia,EV6,New,2024,41528.0,c,0.0,Electric,13.0,Automatic,Wind,SUV,4.0,Blue,Black,All-wheel Drive,10.634123177507066
978,2024 Kia EV6 Wind,Kia,EV6,New,2024,43439.0,c,0.0,Electric,14.0,Automatic,Wind,SUV,4.0,Aurora Black Pearl,Black,All-wheel Drive,10.67911293408502
142,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,112702.5,c,0.0,Electric,8.0,Automatic,Base 4MATIC,Sedan,4.0,Graphite Gray Metallic,Gray,All-wheel Drive,11.632506882567991
146,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,109545.0,c,0.0,Electric,10.0,1-Speed Automatic,Base 4MATIC,SUV,4.0,Black,Black,All-wheel Drive,11.60409070272232
253,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,110395.0,c,0.0,Electric,5.0,Automatic,Base 4MATIC,Sedan,4.0,Obsidian Black Metallic,Black,All-wheel Drive,11.611820121944444
328,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,112702.5,c,0.0,Electric,10.0,Automatic,Base 4MATIC,Sedan,4.0,Obsidian Black Metallic,Black,All-wheel Drive,11.632506882567991
372,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,112702.5,c,0.0,Electric,4.0,Automatic,Base 4MATIC,Sedan,4.0,Polar White,Macchiato Beige,All-wheel Drive,11.632506882567991
373,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,114850.0,c,0.0,Electric,8.0,1-Speed Automatic,Base 4MATIC,SUV,4.0,Bright White Clearcoat,Black,All-wheel Drive,11.651382208117244
413,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,114160.0,c,0.0,Electric,5.0,1-Speed Automatic,Base 4MATIC,SUV,4.0,Alpine Gray,Black,All-wheel Drive,11.645356252150718
484,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,117985.0,c,0.0,Electric,1.0,Automatic,Base 4MATIC,Sedan,4.0,Obsidian Black Metallic,Black,All-wheel Drive,11.678312776723475
725,2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,New,2024,111245.0,c,0.0,Electric,10.0,Automatic,Base 4MATIC,Sedan,4.0,White,Black,All-wheel Drive,11.619490255198258
121,2024 Mercedes-Benz EQE 350+ Base,Mercedes-Benz,EQE 350+,New,2024,79765.0,c,0.0,Electric,9.0,1-Speed Automatic,Base,Sedan,4.0,Twilight Blue Metallic,Gray,Rear-wheel Drive,11.286840090735097
88,2024 Dodge Durango GT,Dodge,Durango,New,2024,44160.0,24V MPFI DOHC,6.0,Gasoline,12.0,8-Speed Automatic,GT,SUV,4.0,Vapor Gray,Black,Rear-wheel Drive,10.695574680950976
160,2024 Dodge Durango GT,Dodge,Durango,New,2024,45038.0,24V MPFI DOHC,6.0,Gasoline,5.0,8-Speed Automatic,GT,SUV,4.0,Vapor Gray,Black,All-wheel Drive,10.715261856854285
194,2024 Dodge Durango GT,Dodge,Durango,New,2024,44852.0,24V MPFI DOHC,6.0,Gasoline,13.0,8-Speed Automatic,GT,SUV,4.0,Vapor Gray,Black,All-wheel Drive,10.71112345958077
506,2024 Dodge Durango Pursuit,Dodge,Durango,New,2024,47165.0,24V MPFI DOHC,6.0,Gasoline,21.0,8-Speed Automatic,Pursuit,SUV,4.0,DB Black Crystal Clearcoat,Black,All-wheel Drive,10.761407371083953
54,2024 Dodge Durango R/T,Dodge,Durango,New,2024,58709.0,16V MPFI OHV,8.0,Gasoline,15.0,8-Speed Automatic,R/T,SUV,4.0,Night,Black,All-wheel Drive,10.980348316039725
248,2024 Dodge Durango Pursuit,Dodge,Durango,New,2024,47165.0,16V MPFI OHV,8.0,Gasoline,28.0,8-Speed Automatic,Pursuit,SUV,4.0,DB Black Crystal Clearcoat,Black,All-wheel Drive,10.761407371083953
894,2024 Dodge Durango R/T,Dodge,Durango,New,2024,57486.0,16V MPFI OHV,8.0,Gasoline,10.0,8-Speed Automatic,R/T,SUV,4.0,Destroyer Gray Clearcoat,Black,All-wheel Drive,10.959296718878928
349,2024 Land Rover Discovery Sport Dynamic SE,Land Rover,Discovery Sport,New,2024,55353.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,9-Speed Automatic,Dynamic SE,SUV,4.0,Fuji White,Gray,All-wheel Drive,10.921486137209993
411,2024 Land Rover Discovery Sport Dynamic SE,Land Rover,Discovery Sport,New,2024,57508.0,16V GDI DOHC Turbo,4.0,Gasoline,19.0,9-Speed Automatic,Dynamic SE,SUV,4.0,Eiger Grey,Gray,All-wheel Drive,10.959679347542483
440,2024 Land Rover Defender P400 X-Dynamic SE,Land Rover,Defender,New,2024,77645.0,24V GDI DOHC Turbo,6.0,Gasoline,9.0,8-Speed Automatic,P400 X-Dynamic SE,SUV,2.0,Gondwana Stone,Ebony,Four-wheel Drive,11.259902435003289
133,2024 Lincoln Corsair Reserve,Lincoln,Corsair,New,2024,51361.0,16V GDI DOHC Turbo,4.0,Gasoline,3.0,8-Speed Automatic,Reserve,SUV,4.0,Infinite Black Metallic,Ebony,All-wheel Drive,10.84663440857928
603,2024 Toyota Corolla Cross LE,Toyota,Corolla Cross,New,2024,30499.0,16V PDI DOHC,4.0,Gasoline,1.0,Automatic CVT,LE,SUV,4.0,CELESTITE,Ash,All-wheel Drive,10.325449175172755
629,2024 Toyota Corolla LE,Toyota,Corolla,New,2024,22623.0,16V PDI DOHC,4.0,Gasoline,8.0,Automatic CVT,LE,Sedan,4.0,Silver,Black,Front-wheel Drive,10.026722366870757
108,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28867.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,1.0,Automatic,Latitude,SUV,4.0,Baltic Gray Metallic Clearcoat,Black,Four-wheel Drive,10.270454353159858
114,2024 Jeep Compass Sport,Jeep,Compass,New,2024,29342.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,6.0,Automatic,Sport,SUV,4.0,Laser Blue Pearlcoat,Black,Four-wheel Drive,10.28677521569959
388,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28867.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,10.0,Automatic,Latitude,SUV,4.0,Hydro Blue Pearlcoat,Black,Four-wheel Drive,10.270454353159858
487,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28867.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,8.0,Automatic,Latitude,SUV,4.0,Silver Zynith Metallic Clearcoat,Black,Four-wheel Drive,10.270454353159858
765,2024 Jeep Compass Trailhawk,Jeep,Compass,New,2024,41230.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,9.0,Automatic,Trailhawk,SUV,4.0,Sting-Gray Clearcoat,Ruby Red/Black,Four-wheel Drive,10.626921425700946
792,2024 Jeep Compass Trailhawk,Jeep,Compass,New,2024,38000.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,10.0,Automatic,Trailhawk,SUV,4.0,Bright White Clearcoat,Ruby Red/Black,Four-wheel Drive,10.545341438708522
26,2024 Jeep Compass Limited,Jeep,Compass,New,2024,34084.0,DOHC,4.0,Gasoline,12.0,8-Speed Automatic,Limited,SUV,4.0,Baltic Gray Metallic Clearcoat,Black,Four-wheel Drive,10.436583344947847
345,2024 Jeep Compass Limited,Jeep,Compass,New,2024,34084.0,DOHC,4.0,Gasoline,12.0,8-Speed Automatic,Limited,SUV,4.0,Hydro Blue Pearlcoat,Black,Four-wheel Drive,10.436583344947847
569,2024 Jeep Compass Limited,Jeep,Compass,New,2024,38736.0,DOHC,4.0,Gasoline,12.0,8-Speed Automatic,Limited,SUV,4.0,Laser Blue Pearlcoat,Black,Four-wheel Drive,10.56452467917784
10,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,37743.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive,10.53855530701924
45,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28860.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic,Latitude,SUV,4.0,Diamond Black,Black,Four-wheel Drive,10.270211832327862
66,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28860.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive,10.270211832327862
85,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28860.0,16V GDI DOHC Turbo,4.0,Gasoline,9.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive,10.270211832327862
123,2024 Jeep Compass Limited,Jeep,Compass,New,2024,38980.0,16V GDI DOHC Turbo,4.0,Gasoline,9.0,8-Speed Automatic,Limited,SUV,4.0,Diamond Black,Black,Four-wheel Drive,10.570803973061551
148,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,31200.0,16V GDI DOHC Turbo,4.0,Gasoline,11.0,8-Speed Automatic,Latitude,SUV,4.0,Silver Zynith,Black,Four-wheel Drive,10.348173373797573
186,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28265.0,16V GDI DOHC Turbo,4.0,Gasoline,11.0,8-Speed Automatic,Latitude,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.249379569109392
193,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,31721.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.364734201103053
222,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,32660.0,16V GDI DOHC Turbo,4.0,Gasoline,9.0,8-Speed Automatic,Latitude,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.393906366524456
230,2024 Jeep Compass Limited,Jeep,Compass,New,2024,40235.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,8-Speed Automatic,Limited,SUV,4.0,Sting Gray Clearcoat,Black,Four-wheel Drive,10.602492542580233
284,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,31535.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic,Latitude,SUV,4.0,Silver Zynith,Black,Four-wheel Drive,10.35885331909775
332,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,35999.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive,10.49124643927466
365,2024 Jeep Compass Limited,Jeep,Compass,New,2024,38481.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,8-Speed Automatic,Limited,SUV,4.0,Silver Zynith,Sepia / Black,Four-wheel Drive,10.55791989196796
408,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,32269.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive,10.38186229603161
416,2024 Jeep Compass Limited,Jeep,Compass,New,2024,38500.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,8-Speed Automatic,Limited,SUV,4.0,Bright White,Black,Four-wheel Drive,10.558413520275876
427,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28860.0,16V GDI DOHC Turbo,4.0,Gasoline,11.0,8-Speed Automatic,Latitude,SUV,4.0,Diamond Black,Black,Four-wheel Drive,10.270211832327862
443,2024 Jeep Compass Limited,Jeep,Compass,New,2024,31995.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Limited,SUV,4.0,Metallic,Black,Four-wheel Drive,10.37333491957356
451,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,34182.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.439454468708451
456,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,26860.0,16V GDI DOHC Turbo,4.0,Gasoline,3.0,8-Speed Automatic,Latitude,SUV,4.0,Silver Zynith,Black,Four-wheel Drive,10.198393470077228
457,2024 Jeep Compass Latitude Lux,Jeep,Compass,New,2024,29826.0,16V GDI DOHC Turbo,4.0,Gasoline,6.0,8-Speed Automatic,Latitude Lux,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.303135775322728
521,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,33255.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,8-Speed Automatic,Latitude,SUV,4.0,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,10.411960410718521
565,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,30525.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive,10.326301298978905
570,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28265.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic,Latitude,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.249379569109392
577,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,31535.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive,10.35885331909775
679,2024 Jeep Compass Limited,Jeep,Compass,New,2024,33696.0,16V GDI DOHC Turbo,4.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.425134414933702
690,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,34730.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive,10.45535914573812
703,2024 Jeep Compass Sport,Jeep,Compass,New,2024,27087.0,16V GDI DOHC Turbo,4.0,Gasoline,9.0,8-Speed Automatic,Sport,SUV,4.0,Diamond Black,Black,Four-wheel Drive,10.206809186975589
749,2024 Jeep Compass Latitude Lux,Jeep,Compass,New,2024,33668.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,8-Speed Automatic,Latitude Lux,SUV,4.0,Hydro Blue Pearlcoat,Black,Four-wheel Drive,10.424303110331467
763,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28860.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic,Latitude,SUV,4.0,Silver Zynith,Black,Four-wheel Drive,10.270211832327862
824,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,35835.0,16V GDI DOHC Turbo,4.0,Gasoline,14.0,8-Speed Automatic,Latitude,SUV,4.0,White,Black,Four-wheel Drive,10.48668034842802
891,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,28860.0,16V GDI DOHC Turbo,4.0,Gasoline,11.0,8-Speed Automatic,Latitude,SUV,4.0,Hydro Blue Pearlcoat,Black,Four-wheel Drive,10.270211832327862
990,2024 Jeep Compass Latitude,Jeep,Compass,New,2024,36331.0,16V GDI DOHC Turbo,4.0,Gasoline,17.0,8-Speed Automatic,Latitude,SUV,4.0,Silver Zynith,Black,Four-wheel Drive,10.50042665029748
130,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,53395.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,5.0,8-Speed Automatic,Base,SUV,4.0,Rhodium White Premium,Greige,All-wheel Drive,10.885472387605645
141,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,60200.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,33.0,Automatic,Base,SUV,4.0,Jet Black Mica,White,All-wheel Drive,11.005427631296913
145,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,59625.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,2.0,8-Speed Automatic,Base,SUV,4.0,Deep Crystal Blue Mica,Black,All-wheel Drive,10.995830228190643
342,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,52445.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,5.0,8-Speed Automatic,Base,SUV,4.0,Deep Crystal Blue Mica,Greige,All-wheel Drive,10.867520280395704
431,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,55399.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,2.0,8-Speed Automatic,Base,SUV,4.0,Soul Red Crystal Metallic,Griege,All-wheel Drive,10.922316822030947
560,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,59420.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,5.0,Automatic,Base,SUV,4.0,Artisan Red Premium,Black,All-wheel Drive,10.992386149016598
561,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,60080.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,5.0,8-Speed Automatic,Base,SUV,4.0,Deep Crystal Blue Mica,Black,All-wheel Drive,11.003432286438017
624,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,56995.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,30.0,Automatic,Base,SUV,4.0,Rhodium White Premium,Black,All-wheel Drive,10.95071882367088
640,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,51625.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,5.0,8-Speed Automatic,Base,SUV,4.0,Deep Crystal Blue Mica,Black,All-wheel Drive,10.851761330263335
653,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,51700.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,5.0,8-Speed Automatic,Base,SUV,4.0,Deep Crystal Blue Mica,Black,All-wheel Drive,10.85321306049652
902,2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,New,2024,58825.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,5.0,8-Speed Automatic,Base,SUV,4.0,Deep Crystal Blue Mica,White,All-wheel Drive,10.982322213595562
99,2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,New,2024,58599.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,8.0,Automatic,Premium Plus,SUV,4.0,Soul,Black,All-wheel Drive,10.978472910573082
204,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,54949.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,8.0,Automatic,Premium,SUV,4.0,Soul,Black,All-wheel Drive,10.914160761304029
206,2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,New,2024,58399.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,4.0,Automatic,Premium Plus,SUV,4.0,Rhodium White Premium,Black,All-wheel Drive,10.975054045382041
213,2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,New,2024,50599.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,4.0,Automatic,Preferred,SUV,4.0,Rhodium White Premium,Greige,All-wheel Drive,10.83168709223442
276,2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,New,2024,58949.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,26.0,Automatic,Premium Plus,SUV,4.0,Artisan Red Premium,Black,All-wheel Drive,10.984427942293221
277,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,54949.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,9.0,Automatic,Premium,SUV,4.0,Artisan Red Premium,Black,All-wheel Drive,10.914160761304029
278,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,54949.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,9.0,Automatic,Premium,SUV,4.0,Red,Greige,All-wheel Drive,10.914160761304029
281,2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,New,2024,54449.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,10.0,Automatic,Premium,SUV,4.0,Sonic,Greige,All-wheel Drive,10.905019762719549
